mark_id,ssl_domain,fewshot_acc,pearson_r,pearson_p
ad1e6e56,0.9279932379722596,0.8,0.03483793511330221,0.4360698771580772
e99b3cbe,0.8984783887863159,0.5,0.03483793511330221,0.4360698771580772
5f1348b9,0.8689618110656738,1.0,0.03483793511330221,0.4360698771580772
e13ae48d,0.8299941420555115,0.6,0.03483793511330221,0.4360698771580772
65e64c77,0.9207926988601683,0.6,0.03483793511330221,0.4360698771580772
8120b21b,0.8879480957984924,0.7,0.03483793511330221,0.4360698771580772
4263b85b,0.9174551367759703,0.8,0.03483793511330221,0.4360698771580772
50273494,0.8563329577445984,0.6,0.03483793511330221,0.4360698771580772
55848deb,0.9455755949020386,0.6,0.03483793511330221,0.4360698771580772
0f6e5cde,0.8878822326660156,1.0,0.03483793511330221,0.4360698771580772
8cbd98c3,0.9571744799613952,1.0,0.03483793511330221,0.4360698771580772
dd7d1de6,0.954387068748474,0.9,0.03483793511330221,0.4360698771580772
aa6e2e3a,0.917683482170105,1.0,0.03483793511330221,0.4360698771580772
71867541,0.8528122901916504,0.9,0.03483793511330221,0.4360698771580772
66b264aa,0.8934321999549866,0.6,0.03483793511330221,0.4360698771580772
298dd4a0,0.9119806289672852,1.0,0.03483793511330221,0.4360698771580772
667270ea,0.9020152688026428,0.4,0.03483793511330221,0.4360698771580772
9cb98eac,0.9330637454986572,0.2,0.03483793511330221,0.4360698771580772
44afb7b7,0.8644213676452637,0.7,0.03483793511330221,0.4360698771580772
79cefa13,0.8841001987457275,0.8,0.03483793511330221,0.4360698771580772
e5de1ffd,0.8478056192398071,0.8,0.03483793511330221,0.4360698771580772
5d5aee0c,0.9567800760269164,0.8,0.03483793511330221,0.4360698771580772
43507816,0.9228456020355223,0.9,0.03483793511330221,0.4360698771580772
c318d37e,0.89391028881073,0.8,0.03483793511330221,0.4360698771580772
3548c9b8,0.9222313165664672,1.0,0.03483793511330221,0.4360698771580772
472327dc,0.965118944644928,1.0,0.03483793511330221,0.4360698771580772
9d9670cf,0.9217861890792848,1.0,0.03483793511330221,0.4360698771580772
0a5dbfe9,0.8845138549804688,0.8,0.03483793511330221,0.4360698771580772
bc501701,0.8771817088127136,1.0,0.03483793511330221,0.4360698771580772
e0c0ab87,0.834942102432251,1.0,0.03483793511330221,0.4360698771580772
9fc9b3e7,0.9366800785064696,0.9,0.03483793511330221,0.4360698771580772
62960577,0.8135467767715454,1.0,0.03483793511330221,0.4360698771580772
f9c11d53,0.8620713949203491,0.76,0.03483793511330221,0.4360698771580772
c11fc8c4,0.8943650722503662,1.0,0.03483793511330221,0.4360698771580772
38c4d8e8,0.8852755427360535,0.8,0.03483793511330221,0.4360698771580772
6a7f5a13,0.8929469585418701,0.8,0.03483793511330221,0.4360698771580772
46015f0f,0.924035906791687,0.5,0.03483793511330221,0.4360698771580772
f54d5d8f,0.919793665409088,1.0,0.03483793511330221,0.4360698771580772
290bb6f0,0.8997659087181091,1.0,0.03483793511330221,0.4360698771580772
3aef7212,0.9161443710327148,1.0,0.03483793511330221,0.4360698771580772
90aa8b0d,0.86968994140625,0.6,0.03483793511330221,0.4360698771580772
92116086,0.904319167137146,0.8,0.03483793511330221,0.4360698771580772
7f374d6c,0.9624167084693908,1.0,0.03483793511330221,0.4360698771580772
050044be,0.8620777130126953,1.0,0.03483793511330221,0.4360698771580772
5730f6d5,0.8421937823295593,0.4,0.03483793511330221,0.4360698771580772
7c3c76d0,0.8976148962974548,1.0,0.03483793511330221,0.4360698771580772
004b6f3d,0.8465797305107117,0.8,0.03483793511330221,0.4360698771580772
3ae80d8f,0.914486050605774,0.9,0.03483793511330221,0.4360698771580772
794d0575,0.9342910647392272,0.9,0.03483793511330221,0.4360698771580772
7d63c16d,0.8944295644760132,0.4,0.03483793511330221,0.4360698771580772
ebc92259,0.8847906589508057,0.9,0.03483793511330221,0.4360698771580772
33ee16a5,0.7950090169906616,1.0,0.03483793511330221,0.4360698771580772
ac206f87,0.9701156616210938,1.0,0.03483793511330221,0.4360698771580772
257a21f1,0.9533926844596864,0.8,0.03483793511330221,0.4360698771580772
13b52d9c,0.864173948764801,0.8,0.03483793511330221,0.4360698771580772
13690f37,0.8549120426177979,1.0,0.03483793511330221,0.4360698771580772
a5299e43,0.9423134922981262,0.8,0.03483793511330221,0.4360698771580772
42478212,0.9439071416854858,1.0,0.03483793511330221,0.4360698771580772
3a144082,0.8793330788612366,0.4,0.03483793511330221,0.4360698771580772
cc92fe59,0.8574005365371704,0.9,0.03483793511330221,0.4360698771580772
239458dc,0.9362512230873108,1.0,0.03483793511330221,0.4360698771580772
efe74ced,0.9100194573402404,0.4,0.03483793511330221,0.4360698771580772
b1a7918e,0.904106378555298,0.75,0.03483793511330221,0.4360698771580772
e846aa9b,0.8911130428314209,0.6,0.03483793511330221,0.4360698771580772
63df7d08,0.9080585837364196,0.2,0.03483793511330221,0.4360698771580772
c04ede76,0.939044177532196,1.0,0.03483793511330221,0.4360698771580772
da72b9ed,0.8989660739898682,0.9333333333333332,0.03483793511330221,0.4360698771580772
3b2a81d4,0.9393338561058044,0.2,0.03483793511330221,0.4360698771580772
25b0225c,0.920690655708313,0.7333333333333333,0.03483793511330221,0.4360698771580772
e1b03824,0.9292162656784058,0.6,0.03483793511330221,0.4360698771580772
44083dd9,0.9039681553840636,0.65,0.03483793511330221,0.4360698771580772
260c3fd9,0.8590871095657349,1.0,0.03483793511330221,0.4360698771580772
19c42dca,0.8803994059562683,1.0,0.03483793511330221,0.4360698771580772
a3a132e6,0.8643410205841064,0.8,0.03483793511330221,0.4360698771580772
c1a8cd43,0.9512277841567992,1.0,0.03483793511330221,0.4360698771580772
8ee7122a,0.9247505068778992,0.8,0.03483793511330221,0.4360698771580772
bc6e401c,0.8860464096069336,0.6,0.03483793511330221,0.4360698771580772
d3cb0315,0.9274837374687196,1.0,0.03483793511330221,0.4360698771580772
5121c83f,0.917617678642273,0.8666666666666667,0.03483793511330221,0.4360698771580772
5a0d4d6b,0.9178219437599182,1.0,0.03483793511330221,0.4360698771580772
0bd90614,0.9466139674186708,0.6,0.03483793511330221,0.4360698771580772
5a870cd4,0.9018505811691284,1.0,0.03483793511330221,0.4360698771580772
f3dcb072,0.9343405365943908,0.6,0.03483793511330221,0.4360698771580772
3bd27bfa,0.9145886898040771,0.9333333333333332,0.03483793511330221,0.4360698771580772
1ccdd29d,0.955700159072876,1.0,0.03483793511330221,0.4360698771580772
7cce626d,0.8932557106018066,0.92,0.03483793511330221,0.4360698771580772
3a2794ef,0.9077183604240416,1.0,0.03483793511330221,0.4360698771580772
217b7be7,0.896640956401825,0.8,0.03483793511330221,0.4360698771580772
0bdf52bb,0.9049635529518129,0.95,0.03483793511330221,0.4360698771580772
848e1e33,0.896399974822998,0.9,0.03483793511330221,0.4360698771580772
163690c4,0.9174324870109558,1.0,0.03483793511330221,0.4360698771580772
5f197239,0.8411757946014404,0.8,0.03483793511330221,0.4360698771580772
fad465f1,0.9218366146087646,0.8,0.03483793511330221,0.4360698771580772
4e479e49,0.8899495005607605,0.9,0.03483793511330221,0.4360698771580772
99ea7598,0.855189323425293,1.0,0.03483793511330221,0.4360698771580772
37f3ff65,0.9339603185653688,1.0,0.03483793511330221,0.4360698771580772
0eb7a1be,0.862054705619812,1.0,0.03483793511330221,0.4360698771580772
7b8182e3,0.94102281332016,0.9333333333333332,0.03483793511330221,0.4360698771580772
65aa248b,0.938678503036499,0.8,0.03483793511330221,0.4360698771580772
e2711077,0.9151307344436646,0.9,0.03483793511330221,0.4360698771580772
93da8317,0.9245481491088868,0.9,0.03483793511330221,0.4360698771580772
8f71f430,0.9107466340065002,0.9,0.03483793511330221,0.4360698771580772
c110e444,0.9141996502876282,0.8,0.03483793511330221,0.4360698771580772
322e6926,0.9095065593719482,0.8,0.03483793511330221,0.4360698771580772
59e58333,0.8276737332344055,0.6,0.03483793511330221,0.4360698771580772
62082f6c,0.9417364597320556,1.0,0.03483793511330221,0.4360698771580772
d275b34a,0.8943904042243958,0.8666666666666667,0.03483793511330221,0.4360698771580772
fb5c34ed,0.9165827631950378,0.95,0.03483793511330221,0.4360698771580772
ee8b7d4f,0.971421241760254,0.9,0.03483793511330221,0.4360698771580772
ecf99060,0.935391902923584,1.0,0.03483793511330221,0.4360698771580772
3930c9b0,0.9296943545341492,0.8,0.03483793511330221,0.4360698771580772
d6f447be,0.931729793548584,0.7,0.03483793511330221,0.4360698771580772
99197ea5,0.954371690750122,0.8,0.03483793511330221,0.4360698771580772
5b4a5311,0.8361973762512207,0.5,0.03483793511330221,0.4360698771580772
0b038f2c,0.9396673440933228,0.8,0.03483793511330221,0.4360698771580772
34c37829,0.978259265422821,1.0,0.03483793511330221,0.4360698771580772
107eb3c7,0.978960394859314,0.8,0.03483793511330221,0.4360698771580772
a089e64a,0.8981701135635376,0.9,0.03483793511330221,0.4360698771580772
e9a96e9a,0.8953292965888977,0.6,0.03483793511330221,0.4360698771580772
649e2ef8,0.9369491338729858,0.7,0.03483793511330221,0.4360698771580772
921d7080,0.8877955675125122,1.0,0.03483793511330221,0.4360698771580772
992c7851,0.9152578115463256,1.0,0.03483793511330221,0.4360698771580772
40d84c7b,0.760473906993866,1.0,0.03483793511330221,0.4360698771580772
42b5f49c,0.9114977717399596,0.8,0.03483793511330221,0.4360698771580772
b14af922,0.9486958980560304,0.7,0.03483793511330221,0.4360698771580772
e8479688,0.8422350883483887,0.6,0.03483793511330221,0.4360698771580772
f9d41d5e,0.8506171107292175,0.8,0.03483793511330221,0.4360698771580772
b3fccb44,0.903666853904724,0.6,0.03483793511330221,0.4360698771580772
dc34c956,0.8568794131278992,1.0,0.03483793511330221,0.4360698771580772
562d3ec9,0.9207897186279296,1.0,0.03483793511330221,0.4360698771580772
fe3b7b63,0.9032198786735536,1.0,0.03483793511330221,0.4360698771580772
b32eadc6,0.9030579328536988,0.6,0.03483793511330221,0.4360698771580772
bc70d061,0.9386475682258606,0.6,0.03483793511330221,0.4360698771580772
1d0acb5f,0.9257795214653016,1.0,0.03483793511330221,0.4360698771580772
3b72d08a,0.9041448831558228,0.7,0.03483793511330221,0.4360698771580772
bec6a34e,0.8876273036003113,0.8,0.03483793511330221,0.4360698771580772
06c8e046,0.915818691253662,0.6,0.03483793511330221,0.4360698771580772
efee31a1,0.8812237977981567,1.0,0.03483793511330221,0.4360698771580772
354fdec5,0.8973424434661865,0.8,0.03483793511330221,0.4360698771580772
10fa3570,0.9371221661567688,0.8,0.03483793511330221,0.4360698771580772
ef5b62cc,0.9468833208084106,0.6,0.03483793511330221,0.4360698771580772
c5ecee5e,0.8748468160629272,0.9,0.03483793511330221,0.4360698771580772
4131e26a,0.9179576635360718,0.4,0.03483793511330221,0.4360698771580772
8ed418dd,0.9149169325828552,0.8,0.03483793511330221,0.4360698771580772
5a04dc5d,0.8907256722450256,0.76,0.03483793511330221,0.4360698771580772
25d2a6ac,0.911148488521576,1.0,0.03483793511330221,0.4360698771580772
30a98ae9,0.9176979660987854,0.72,0.03483793511330221,0.4360698771580772
c4e5bd3c,0.8966789245605469,1.0,0.03483793511330221,0.4360698771580772
a9d0b3c4,0.870136022567749,0.6,0.03483793511330221,0.4360698771580772
20caa1d8,0.9493575096130372,0.5333333333333333,0.03483793511330221,0.4360698771580772
ada6c9b8,0.9213846921920776,0.6,0.03483793511330221,0.4360698771580772
7cba233b,0.8944509029388428,0.7,0.03483793511330221,0.4360698771580772
c0b68ef5,0.9238082766532898,1.0,0.03483793511330221,0.4360698771580772
54d6f792,0.9117886424064636,0.9,0.03483793511330221,0.4360698771580772
850c413f,0.9321192502975464,0.7,0.03483793511330221,0.4360698771580772
15157252,0.9281164407730104,0.8,0.03483793511330221,0.4360698771580772
387f4fea,0.9395156502723694,1.0,0.03483793511330221,0.4360698771580772
fc2c1256,0.8785414695739746,1.0,0.03483793511330221,0.4360698771580772
ab74d638,0.8376306295394897,1.0,0.03483793511330221,0.4360698771580772
d79273ad,0.9168944358825684,0.9,0.03483793511330221,0.4360698771580772
251ed5b0,0.890231728553772,0.72,0.03483793511330221,0.4360698771580772
a9ec9da0,0.8982441425323486,0.8,0.03483793511330221,0.4360698771580772
1e539d6a,0.920222282409668,0.3,0.03483793511330221,0.4360698771580772
33708aea,0.906841278076172,1.0,0.03483793511330221,0.4360698771580772
235d3d61,0.9271337389945984,1.0,0.03483793511330221,0.4360698771580772
a0382f90,0.8714866638183594,0.9,0.03483793511330221,0.4360698771580772
61cea159,0.9117442965507508,0.6,0.03483793511330221,0.4360698771580772
9bfcb263,0.8728795051574707,1.0,0.03483793511330221,0.4360698771580772
36a82442,0.928960621356964,0.8,0.03483793511330221,0.4360698771580772
be3c30be,0.8787908554077148,0.8666666666666667,0.03483793511330221,0.4360698771580772
a7c24f92,0.8955105543136597,0.8,0.03483793511330221,0.4360698771580772
b2927edb,0.9467671513557434,0.8,0.03483793511330221,0.4360698771580772
26ca25e6,0.913243532180786,0.8,0.03483793511330221,0.4360698771580772
cda6fcbe,0.9008628129959106,0.6,0.03483793511330221,0.4360698771580772
5c086310,0.8826162815093994,0.6,0.03483793511330221,0.4360698771580772
6c20762f,0.9058852195739746,0.85,0.03483793511330221,0.4360698771580772
1670290b,0.9276829957962036,0.75,0.03483793511330221,0.4360698771580772
749e1277,0.9433392882347108,1.0,0.03483793511330221,0.4360698771580772
682a49e0,0.8527202010154724,0.4,0.03483793511330221,0.4360698771580772
6faf5fce,0.8964142799377441,0.8,0.03483793511330221,0.4360698771580772
bc928e52,0.9403772354125975,0.8,0.03483793511330221,0.4360698771580772
9627ab64,0.8445922136306763,0.8,0.03483793511330221,0.4360698771580772
abfdea68,0.9164281487464904,0.9,0.03483793511330221,0.4360698771580772
8ce846b4,0.9242742657661438,0.9,0.03483793511330221,0.4360698771580772
6d6f42bf,0.9137316346168518,1.0,0.03483793511330221,0.4360698771580772
d88d558d,0.9108513593673706,0.8,0.03483793511330221,0.4360698771580772
36ba3699,0.9547621011734008,1.0,0.03483793511330221,0.4360698771580772
aa47f67b,0.8217891454696655,0.9,0.03483793511330221,0.4360698771580772
8da5aac2,0.9236417412757874,0.8666666666666667,0.03483793511330221,0.4360698771580772
70539d73,0.920136332511902,0.8,0.03483793511330221,0.4360698771580772
5df445ee,0.8543393015861511,0.6,0.03483793511330221,0.4360698771580772
b04ada02,0.965729296207428,0.8,0.03483793511330221,0.4360698771580772
d873b3ea,0.9156761169433594,1.0,0.03483793511330221,0.4360698771580772
df1528cf,0.882832944393158,0.6,0.03483793511330221,0.4360698771580772
0bead55a,0.910592794418335,0.6666666666666666,0.03483793511330221,0.4360698771580772
def16655,0.8745232820510864,1.0,0.03483793511330221,0.4360698771580772
82ac512a,0.9051806330680848,0.6666666666666666,0.03483793511330221,0.4360698771580772
874c4301,0.9346702694892884,0.8,0.03483793511330221,0.4360698771580772
9742696f,0.8875056505203247,1.0,0.03483793511330221,0.4360698771580772
4c6292b3,0.8981481194496155,1.0,0.03483793511330221,0.4360698771580772
269128b7,0.9473031759262084,1.0,0.03483793511330221,0.4360698771580772
f31b263a,0.9390899538993835,0.8666666666666667,0.03483793511330221,0.4360698771580772
9b4edf91,0.856986403465271,0.9,0.03483793511330221,0.4360698771580772
febe2922,0.8871549367904663,1.0,0.03483793511330221,0.4360698771580772
0b7eeee6,0.9197641611099244,0.8,0.03483793511330221,0.4360698771580772
3f49bf4a,0.8874506950378418,0.9333333333333332,0.03483793511330221,0.4360698771580772
4953469d,0.8870946764945984,1.0,0.03483793511330221,0.4360698771580772
11c4b103,0.9260626435279846,0.6,0.03483793511330221,0.4360698771580772
e46f7ecf,0.9007661938667296,1.0,0.03483793511330221,0.4360698771580772
9860db4a,0.927720546722412,0.8,0.03483793511330221,0.4360698771580772
c13a60b4,0.9099522829055786,1.0,0.03483793511330221,0.4360698771580772
d83437eb,0.9347312450408936,0.9333333333333332,0.03483793511330221,0.4360698771580772
f2ab3d65,0.8878047466278076,1.0,0.03483793511330221,0.4360698771580772
93b5dd8c,0.9291350245475768,1.0,0.03483793511330221,0.4360698771580772
89466340,0.9769270420074464,1.0,0.03483793511330221,0.4360698771580772
bd5cf03c,0.8540708422660828,0.8,0.03483793511330221,0.4360698771580772
f2c8aed8,0.8799172639846802,0.2,0.03483793511330221,0.4360698771580772
b78c738f,0.9469398856163024,0.65,0.03483793511330221,0.4360698771580772
d0a6a147,0.9095671772956848,1.0,0.03483793511330221,0.4360698771580772
51c7fb62,0.8299502730369568,1.0,0.03483793511330221,0.4360698771580772
cf17bfd1,0.8297160267829895,0.4,0.03483793511330221,0.4360698771580772
e5f3e844,0.9281219244003296,1.0,0.03483793511330221,0.4360698771580772
1f5f4f37,0.8977000117301941,0.6,0.03483793511330221,0.4360698771580772
5717f926,0.9361600279808044,0.88,0.03483793511330221,0.4360698771580772
399900d0,0.900495171546936,0.8,0.03483793511330221,0.4360698771580772
0c6c0d45,0.8994506597518921,0.6,0.03483793511330221,0.4360698771580772
806e1578,0.9595112204551696,1.0,0.03483793511330221,0.4360698771580772
f9506be8,0.8767315149307251,1.0,0.03483793511330221,0.4360698771580772
6bb181d9,0.9430019855499268,0.6,0.03483793511330221,0.4360698771580772
7aa9c7ce,0.9513943195343018,0.68,0.03483793511330221,0.4360698771580772
f8d1e298,0.9038906693458556,0.6,0.03483793511330221,0.4360698771580772
1d3372f3,0.9037382006645204,0.6,0.03483793511330221,0.4360698771580772
1d4b2890,0.8662368655204773,0.6,0.03483793511330221,0.4360698771580772
ef471738,0.8721628189086914,1.0,0.03483793511330221,0.4360698771580772
ce827264,0.8423129320144653,0.96,0.03483793511330221,0.4360698771580772
11cb0c2e,0.8854895234107971,0.9,0.03483793511330221,0.4360698771580772
be152cdf,0.9308174252510072,0.7,0.03483793511330221,0.4360698771580772
13002cc6,0.8649964332580566,1.0,0.03483793511330221,0.4360698771580772
99cb8d69,0.9058632850646972,0.8,0.03483793511330221,0.4360698771580772
d6abd613,0.8905804753303528,1.0,0.03483793511330221,0.4360698771580772
6efeea93,0.8661452531814575,0.9,0.03483793511330221,0.4360698771580772
ec575bbf,0.8837356567382812,1.0,0.03483793511330221,0.4360698771580772
63c2fbab,0.9663240313529968,1.0,0.03483793511330221,0.4360698771580772
84b9c709,0.9090920686721802,0.6,0.03483793511330221,0.4360698771580772
389587c9,0.8821141719818115,1.0,0.03483793511330221,0.4360698771580772
150e6b1d,0.8546053767204285,0.8,0.03483793511330221,0.4360698771580772
10f4d4e4,0.8745232224464417,1.0,0.03483793511330221,0.4360698771580772
25028d0b,0.93277508020401,0.8,0.03483793511330221,0.4360698771580772
a6ad18bd,0.8788381218910217,0.8,0.03483793511330221,0.4360698771580772
598726be,0.8888741135597229,0.6,0.03483793511330221,0.4360698771580772
6dabf9f6,0.9036962389945984,0.5,0.03483793511330221,0.4360698771580772
5ef4f8fc,0.9630435705184937,1.0,0.03483793511330221,0.4360698771580772
cf98cd54,0.91908597946167,1.0,0.03483793511330221,0.4360698771580772
13db3999,0.8916283845901489,0.9333333333333332,0.03483793511330221,0.4360698771580772
fc9f3862,0.9224743247032166,0.8,0.03483793511330221,0.4360698771580772
1a995039,0.9465564489364624,0.9333333333333332,0.03483793511330221,0.4360698771580772
e6d500be,0.9511590003967284,1.0,0.03483793511330221,0.4360698771580772
16f56cfd,0.9146217107772828,0.95,0.03483793511330221,0.4360698771580772
1b82bf9f,0.8805305361747742,0.9,0.03483793511330221,0.4360698771580772
d750e76b,0.9798544049263,1.0,0.03483793511330221,0.4360698771580772
0128c6f7,0.9299935102462769,0.4666666666666667,0.03483793511330221,0.4360698771580772
2fba4af2,0.8256332278251648,0.8,0.03483793511330221,0.4360698771580772
83da03bd,0.9166114926338196,0.55,0.03483793511330221,0.4360698771580772
8fef150f,0.889350950717926,1.0,0.03483793511330221,0.4360698771580772
f4a4f196,0.9503390192985536,1.0,0.03483793511330221,0.4360698771580772
74daa6bc,0.9214705228805542,1.0,0.03483793511330221,0.4360698771580772
314809cc,0.9409459233283995,0.7,0.03483793511330221,0.4360698771580772
54ab10a4,0.8728132247924805,1.0,0.03483793511330221,0.4360698771580772
2792ecae,0.9189401865005492,0.6,0.03483793511330221,0.4360698771580772
18640082,0.9630855917930604,1.0,0.03483793511330221,0.4360698771580772
2f412947,0.93115895986557,0.6,0.03483793511330221,0.4360698771580772
0a4e9932,0.9130011200904846,1.0,0.03483793511330221,0.4360698771580772
8fce4964,0.9017296433448792,0.9333333333333332,0.03483793511330221,0.4360698771580772
502a3def,0.8683873414993286,0.8,0.03483793511330221,0.4360698771580772
62745a75,0.8686683177947998,0.8,0.03483793511330221,0.4360698771580772
16c47a74,0.8495181798934937,0.8,0.03483793511330221,0.4360698771580772
6fb31fd9,0.8269530534744263,0.9,0.03483793511330221,0.4360698771580772
a363d16a,0.776427149772644,0.9,0.03483793511330221,0.4360698771580772
fd567c64,0.8994192481040955,0.8,0.03483793511330221,0.4360698771580772
